Queries:
Query:
Country of Operator/Owner	Current Official Name of Satellite	
Multinational	Eutelsat 113 West A	
Multinational	Eutelsat 117 West A	
Multinational	Eutelsat 117 West B	
Mexico	Mexsat-3	
Mexico	Mexsat-3	
Mexico	Painani-1	
Total Rows: 6
Query:
Current Official Name of Satellite	Class of Orbit	Launch Mass (kg.)	
Telstar 19 Vantage	GEO	"7,075"	
TEMPEST-D	LEO	10	
Ten-Koh	LEO	23	
TerraSAR X-1	LEO	"1,230"	
TerraStar 1	GEO	"6,910"	
TESS	Elliptical	362	
TET-1	LEO	120	
Tevel-1	LEO	1	
Tevel-2	LEO	1	
Tevel-3	LEO	1	
Tevel-4	LEO	1	
Tevel-5	LEO	1	
Tevel-6	LEO	1	
Tevel-7	LEO	1	
Tevel-8	LEO	1	
Thaicom-4	GEO	"6,505"	
Thaicom-6	GEO	"3,325"	
Thaicom-8	GEO	"3,025"	
THEA	LEO	4	
THEMIS A	Elliptical	126	
THEMIS D	Elliptical	126	
THEMIS E	Elliptical	126	
Theos	LEO	750	
Thor-5 	GEO	"2,024"	
Thor-6	GEO	"3,050"	
Thor-7	GEO	"4,600"	
Thuraya 2	GEO	"5,250"	
Thuraya 3	GEO	"5,180"	
Tianhe 	LEO	"22,500"	
Tianhui 1-01	LEO	"2,500"	
Tianhui 1-02	LEO	"2,500"	
Tianhui 1-03	LEO	"2,500"	
Tianhui 1-04	LEO	"2,500"	
Tianhui 2-01	LEO	"2,500"	
Tianhui 2-02	LEO	"2,500"	
Tianhui-2 02-01	LEO	"1,000"	
Tianhui-2 02-02	LEO	"1,000"	
Tianjin Daxue 1	LEO	230	
Tiankun-2	LEO	90	
Tiankun-1	LEO		
TianLian 1	GEO	"3,750"	
TianLian 2	GEO	"2,250"	
TianLian 2-01	GEO		
TianLian 2-02	GEO	"5,000"	
TianLian 3 	GEO	"2,200"	
TianLian 4	GEO	"2,200"	
TianLian 5	GEO	"2,200"	
Tianqi-1	LEO	8	
Tianqi-11	LEO	50	
Tianqi-12	LEO	50	
Tianqi-14	LEO	50	
Tianqi-15	LEO	50	
Tianqi-19	LEO	39	
Tianqi-2	LEO	8	
Tianqi-3	LEO	8	
Tianqi-4A	LEO	9	
Tianqi-4B	LEO	9	
Tianqi-5	LEO	9	
Tianqi-6	LEO	9	
Tianqi-7	LEO	9	
Tianqi-8	LEO	9	
Tianqi-9	LEO	9	
Tianqin-1	LEO		
Tianshu 1	LEO	50	
Tiantong-1-01	GEO		
Tiantong-1-02	GEO		
Tiantong-1-03	GEO	"4,600"	
Tiantuo-2	LEO	67	
Tiantuo-3	LEO	20	
Tiantuo-5	LEO	79	
TW-1A	LEO	3	
Tianxiang-1	LEO		
Tianxiang-2	LEO		
Xiaoxiang-1	LEO	3	
Xiaoxiang 1-08	LEO	9	
TianYi-16	LEO	9	
TianYi-17	LEO	9	
TianYi-2	LEO	8	
TianYi-6	LEO	8	
Tianyuan 1	LEO	10	
Tianzhi-1	LEO	27	
TIBA-1	GEO	"5,600"	
TIGRISat	LEO	1	
TIMED	LEO	587	
TJS-1	GEO		
TJS-2	GEO		
TJS-3	GEO		
TJS-3 subsatellite	GEO		
TJS-4	GEO		
TJS-5	GEO		
TJS-6	GEO		
TJS-7	GEO		
TKSat-1	GEO	"5,000"	
TRISAT	LEO	4	
TROPICS Pathfinder	LEO	4	
USA 136	Elliptical	"8,000"	
Cosmos 2428	LEO	"3,200"	
Tsuru	LEO	1	
TTU100	LEO	4	
TUBIN	LEO	20	
TUGSat-1	LEO	14	
Turkmen Alem 52E/MonacoSAT	GEO	"4,700"	
Turksat 3A	GEO	"3,100"	
Turksat 4A	GEO	"4,869"	
Turksat 4B	GEO	"5,000"	
Turksat 5A	GEO	"3,500"	
Turksat 5B	GEO	"4,500"	
Tyvak 0088	LEO		
Tyvak 0092	LEO	5	
Tyvak 0129	LEO	5	
Tyvak 0130	LEO	9	
Tyvak 0152	LEO	9	
Tyvak 0171	LEO		
Tyvak 0172	LEO	10	
Tyvak 0173 	LEO	12	
Tyvak 0210	LEO	9	
Tyvak 0211	LEO	6	
Tyvak 182A	LEO	10	
Tyvak 53b	LEO	5	
Tyvak 61c	LEO	10	
USA 146	GEO	"3,200"	
USA 174	GEO	"3,200"	
USA 95	GEO	"3,200"	
USA 108	GEO	"3,200"	
USA 138	GEO	"3,206"	
UK-DMC-2	LEO	97	
Umbra-02	LEO	65	
Umbra-SAR 2001	LEO	65	
Unicorn-1	LEO	1	
Unicorn-2A	LEO	1	
Unicorn-2D	LEO	1	
Unicorn-2TA1	LEO	1	
UNIFORM 1	LEO	50	
UPMSat-2	LEO	60	
USA 310	MEO		
USA 312	LEO		
USA 313	LEO		
USA 316	LEO		
USA 317	LEO		
USA 318	LEO		
USA 320	LEO		
USA 321	LEO		
USA 322	LEO		
USA 323	LEO		
UVSQ-Sat	LEO	1	
UWE-4	LEO	2	
RBSP-A	Elliptical	648	
RBSP-B	Elliptical	666	
VDNH-80	LEO	4	
Veery Hatchling v.2	LEO	1	
Velox 2	LEO	13	
Velox C1	LEO	123	
Venµs	LEO	264	
ViaSat-1	GEO	"6,740"	
ViaSat-2	GEO	"6,418"	
Vinasat 1	GEO	"2,600"	
Vinasat 2	GEO	"2,970"	
VNREDSat 1A	LEO	115	
V-R3X 1	LEO	1	
V-R3X 2	LEO	1	
V-R3X 3	LEO	1	
VRSS-1	LEO	880	
VRSS-2	LEO	"1,000"	
VZLUSat-1	LEO	3	
WARP-1	LEO	1	
W-Cube	LEO	5	
Weina-1A	LEO	1	
Weina-1B	LEO	5	
Wenchang-1 01	LEO	62	
Wenchang-1 02	LEO	62	
USA 195	GEO	"5,900"	
USA 291	GEO	"5,990"	
USA 204	GEO	"5,987"	
USA 211	GEO	"5,990"	
USA 233	GEO	"5,990"	
USA 243	GEO	"5,990"	
USA 244	GEO	"5,990"	
USA 263	GEO	"5,990"	
USA 272	GEO	"5,990"	
USA 275	GEO	"5,990"	
WildBlue 1	GEO	"4,735"	
WildTrackCube-SIMBA	LEO	1	
WNISat-1	LEO	10	
WNISat-1R	LEO	43	
Worldview 1	LEO	"4,500"	
Worldview 2	LEO	"2,800"	
Worldview 3	LEO	"2,800"	
USA 299	LEO	"4,990"	
Xiaoxiang 1-04	LEO	8	
Xiaoxiang 1-07 	LEO	10	
Xidian 1	LEO	88	
Xingshidai 10	LEO	10	
Xingshidai 5	LEO	10	
Xingyun 2-01	LEO	93	
Xingyun 2-02	LEO	93	
Xinyan 1	LEO		
XJS-A	LEO		
XJS-B	LEO		
XJS-C	LEO		
XJS-D	LEO		
XJS-E	LEO		
XJS-F	LEO		
XJS-G	LEO		
XJS-H	LEO		
XJY-7	LEO		
XMM Newton	Elliptical	"3,764"	
XPNav-1	LEO	240	
X-Sat	LEO	91	
XTAR-EUR	GEO	"3,631"	
XW-1	LEO	60	
XW-2A	LEO	25	
XW-2B	LEO	10	
XW-2C	LEO	10	
XW-2D	LEO	10	
XW-2F	LEO	2	
XY-S1	LEO	2	
Yahsat-1A	GEO	"5,953"	
Yahsat-1B	GEO	"6,000"	
YAM-2	LEO	80	
YAM-3	LEO	80	
Yamal-202	GEO	"1,320"	
Yamal-300K	GEO	"1,640"	
Yamal-401	GEO	"2,976"	
Yamal-402	GEO	"4,463"	
Yamal-601	GEO	"5,400"	
Yangwang-1	LEO	42	
Yaogan 10	LEO		
Yaogan 11	LEO		
Yaogan 12	LEO		
Yaogan 13	LEO		
Yaogan 14	LEO		
Yaogan 15	LEO	"1,040"	
Yaogan 16A	LEO		
Yaogan 16B	LEO		
Yaogan 16C	LEO		
Yaogan 17A	LEO		
Yaogan 17B	LEO		
Yaogan 17C	LEO		
Yaogan 19	LEO		
Yaogan 20A	LEO		
Yaogan 20B	LEO		
Yaogan 20C	LEO		
Yaogan 21	LEO		
Yaogan 22	LEO		
Yaogan 23	LEO		
Yaogan 24	LEO		
Yaogan 25A	LEO		
Yaogan 25B	LEO		
Yaogan 25C	LEO		
Yaogan 26	LEO		
Yaogan 27	LEO		
Yaogan 28	LEO	"1,040"	
Yaogan 29	LEO	"1,040"	
Yaogan 30	LEO	"2,700"	
Yaogan 30-10-1 	LEO	500	
Yaogan 30-10-2	LEO	500	
Yaogan 30-10-3	LEO	500	
Yaogan 30-1-1	LEO		
Yaogan 30-1-2	LEO		
Yaogan 30-1-3	LEO		
Yaogan 30-16	LEO		
Yaogan 30-17	LEO		
Yaogan 30-19	LEO		
Yaogan 30-20	LEO		
Yaogan 30-21	LEO		
Yaogan 30-2-1	LEO		
Yaogan 30-2-2	LEO		
Yaogan 30-2-3	LEO		
Yaogan 30-3-1	LEO		
Yaogan 30-3-2	LEO		
Yaogan 30-3-3	LEO		
Yaogan 30-4-1	LEO		
Yaogan 30-4-2	LEO		
Yaogan 30-4-3	LEO		
Yaogan 30-5-1 	LEO		
Yaogan 30-5-2 	LEO		
Yaogan 30-5-3 	LEO		
Yaogan 30-8-1	LEO		
Yaogan 30-8-2	LEO		
Yaogan 30-8-3	LEO		
Yaogan 30-9-1	LEO		
Yaogan 30-9-2	LEO		
Yaogan 30-9-3	LEO		
Yaogan 30-18	LEO		
Yaogan 31-1-1	LEO		
Yaogan 31-1-2	LEO		
Yaogan 31-1-3	LEO		
Yaogan 31-3-1	LEO		
Yaogan 31-3-2	LEO		
Yaogan 31-3-3	LEO		
Yaogan 31-4-1	LEO	500	
Yaogan 31-4-2	LEO	500	
Yaogan 31-4-3	LEO	500	
Yaogan 32-1-1	LEO		
Yaogan 32-2-1	LEO		
Yaogan 32-2-2	LEO		
Yaogan 32-2-3	LEO		
Yaogan 32-2A	LEO		
Yaogan 32-2B	LEO		
Yaogan 33	LEO		
Yaogan 34	LEO	500	
Yaogan 34-02)	LEO	500	
Yaogan 35A	LEO	300	
Yaogan 35B	LEO		
Yaogan 35C	LEO		
Yaogan 4	LEO	"2,700"	
Yaogan 6	LEO	"1,800"	
Yaogan 7	LEO	"2,700"	
Yaogan 8	LEO		
Yaogan 9A	LEO		
Yaogan 9B	LEO		
Yaogan 9C	LEO		
Yarilo-1	LEO		
Yarilo-2	LEO		
Yinhe 1	LEO	227	
Yinhe 2-01 	LEO	190	
Yinhe 2-02	LEO	190	
Yinhe 2-03	LEO	190	
Yinhe 2-04	LEO	190	
Yinhe 2-05	LEO	190	
Yinhe 2-06	LEO	190	
Youthsat	LEO	92	
Yuanguang	LEO	20	
Yunhai-1	LEO		
Yunhai-1 2	LEO		
Yunhai-2 01	LEO		
Yunhai-2 02	LEO		
Yunhai-2 03	LEO		
Yunhai-2 04	LEO		
Yunhai-2 05	LEO		
Yunhai-2 06	LEO		
ZACUBE-1	LEO	2	
ZACUBE-2	LEO	4	
Ziyuan 2C	LEO		
Zhangheng 1	LEO	730	
ZP-1B	LEO	4	
ZP-1C	LEO	4	
ZP-2A	LEO	12	
ZP-2B	LEO	12	
ZP-3A	LEO	12	
ZyDKW	LEO		
Zhongxing 10	GEO	"5,000"	
Zhongxing 11	GEO	"5,100"	
Zhongxing 12	GEO	"5,500"	
Zhongxing 1A	GEO	"5,200"	
Zhongxing 1C	GEO	"5,200"	
Zhongxing 1D	GEO	"2,500"	
Zhongxing 20A	GEO	"2,300"	
Zhongxing 2A	GEO	"5,200"	
Zhongxing 2C	GEO	"5,200"	
Zhongxing 2D	GEO	"5,200"	
Zhongxing 2E	GEO	"5,200"	
Zhongxing 6B	GEO	"4,600"	
Zhongxing 6C	GEO	"4,600"	
Zhongxing 6D	GEO	"5,250"	
Zhongxing 9	GEO		
Zhongxing 9B	GEO	"5,500"	
OHS-5	LEO	55	
OHS-6	LEO	55	
OHS-7	LEO	55	
OHS-8	LEO	55	
OVS-1A	LEO	55	
OVS-1B	LEO	55	
OVS-2A	LEO	55	
OVS-3	LEO	55	
OHS-1	LEO	90	
OHS-2	LEO	90	
OHS-3	LEO	90	
OHS-4	LEO	90	
Ziyuan 1-02C	LEO	"1,500"	
Ziyuan 1-2D	LEO	"2,650"	
Ziyuan 3	LEO	"2,650"	
Ziyuan 3-2	LEO	"2,630"	
Ziyuan 3-3	LEO	"2,630"	
Z-Sat	LEO	46	
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
Total Rows: 5499
Query:
"Name of Satellite, Alternate Names"	Current Official Name of Satellite	Country/Org of UN Registry	Country of Operator/Owner	Operator/Owner	Users	Purpose	Detailed Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	 Dry Mass (kg.) 	Power (watts)	Date of Launch	Expected Lifetime (yrs.)	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source	Source	
Perseus M1	Perseus M1	NR	Russia/USA	Dauria Aerospace	Commercial	Communications	Automatic Identification System (AIS)	LEO	Sun-Synchronous	0	607	625	1.29E-03	97.99	96.99	6			6/19/2014		Dauria Aerospace/Canopus Systems	Russia/USA	Dombarovsky Air Base	Dnepr	2014-033AF	40039	Carry an AIS payload.		ZARYA	http://www.spaceflight101.com/dnepr-launch-updates---2014-cluster-launch.html							
Perseus M2	Perseus M2	NR	Russia/USA	Dauria Aerospace	Commercial	Communications	Automatic Identification System (AIS)	LEO	Sun-Synchronous	0	606	624	1.29E-03	97.99	96.99	6			6/19/2014		Dauria Aerospace/Canopus Systems	Russia/USA	Dombarovsky Air Base	Dnepr	2014-033AD	40037	Carry an AIS payload.		ZARYA	http://www.spaceflight101.com/dnepr-launch-updates---2014-cluster-launch.html							
Photon Pathstone	Photon Pathstone	USA	New Zealand	Rocket Labs 	Commercial	Technology Development		LEO	Non-Polar Inclined	0	448	457	6.60E-04	45	93.6	20			3/22/2021		Rocket Labs	New Zealand	Rocket Lab Launch Complex 1	Electron	2021-023H	47972	"Test an upgraded version of Rocket Lab’s Photon spacecraft design, which itself is derived from the Electron rocket’s kick stage"		JMSatcat/5_21	https://spaceflightnow.com/2021/03/23/testbed-for-nasa-moon-mission-rides-to-orbit-with-six-other-satellites/							
Total Rows: 3
Query:
"Name of Satellite, Alternate Names"	Current Official Name of Satellite	Country/Org of UN Registry	Country of Operator/Owner	Operator/Owner	Users	Purpose	Detailed Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	 Dry Mass (kg.) 	Power (watts)	Date of Launch	Expected Lifetime (yrs.)	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source	Source	
Total Rows: 0
